,D000,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071,D072,D073,D074,D075,D076,D077,D078,D079,D080,D081,D082,D083,D084,D085,D086,D087,D088,D089,D090,D091,D092,D093,D094,D095,D096,D097,D098,D099,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D110,D111,D112,D113,D114,D115,D116,D117,D118,D119,D120,D121,D122,D123,D124,D125,D126,D127,D128,D129,D130,D131,D132,D133,D134,D135,D136,D137,D138,D139,D140,D141,D142,D143,D144,D145,D146,D147,D148,D149,D150,D151,D152,D153,D154,D155,D156,D157,D158,D159,D160,D161,D162,D163,D164,D165,D166,D167,D168,D169,D170,D171,D172,D173,D174,D175,D176,D177,D178,D179,D180,D181,D182,D183,D184,D185,D186,D187,D188,D189,D190,D191,D192,D193,D194,D195,D196,D197,D198,D199,D200,D201,D202,D203,D204,D205,D206,D207,D208,D209,D210,D211,D212,D213,D214,D215,D216,D217,D218,D219,D220,D221,D222,D223,D224,D225,D226,D227,D228,D229,D230,D231,D232,D233,D234,D235,D236,D237,D238,D239,D240,D241,D242,D243,D244,D245,D246,D247,D248,D249,D250,D251,D252,D253,D254,D255,D256,D257,D258,D259,D260,D261,D262,D263,D264,D265,D266,D267,D268,D269,D270,D271,D272,D273,D274,D275,D276,D277,D278,D279,D280,D281,D282,D283,D284,D285,D286,D287,D288,D289,D290,D291,D292,D293,D294,D295,D296,D297,D298,D299,D300,D301,D302,D303,D304,D305,D306,D307,D308,D309,D310,D311,D312,D313,D314,D315,D316,D317,D318,D319,D320,D321,D322,D323,D324,D325,D326,D327,D328,D329,D330,D331,D332,D333,D334,D335,D336,D337,D338,D339,D340,D341,D342,D343,D344,D345,D346,D347,D348,D349,D350,D351,D352,D353,D354,D355,D356,D357,D358,D359,D360,D361,D362,D363,D364,D365,D366,D367,D368,D369,D370,D371,D372,D373,D374,D375,D376,D377,D378,D379,D380,D381,D382,D383,D384,D385,D386,D387,D388,D389,D390,D391,D392,D393,D394,D395,D396,D397,D398,D399,D400,D401,D402,D403,D404,D405,D406,D407,D408,D409,D410,D411,D412,D413,D414,D415,D416,D417,D418,D419,D420,D421,D422,D423,D424,D425,D426,D427,D428,D429,D430,D431,D432,D433,D434,D435,D436,D437,D438,D439,D440,D441,D442,D443,D444,D445,D446,D447,D448,D449,D450,D451,D452,D453,D454,D455,D456,D457,D458,D459,D460,D461,D462,D463,D464,D465,D466,D467,D468,D469,D470,D471,D472,D473,D474,D475,D476,D477,D478,D479,D480,D481,D482,D483,D484,D485,D486,D487,D488,D489,D490,D491,D492,D493,D494,D495,D496,D497,D498,D499,D500,D501,D502,D503,D504,D505,D506,D507,D508,D509,D510,D511
D487,0,0,4,1,0,2,0,2,0,0,0,10,0,0,0,7,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,0,1,0,0,5,0,0,3,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,5,0,2,2,0,0,0,0,18,0,0,13,0,0,1,52,18,0,0,0,0,0,0,11,7,4,0,0,0,2,0,0,1,0,13,0,0,0,0,0,0,11,6,0,0,1,0,0,6,0,0,1,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,13,0,1,0,4,0,40,2,0,0,2,3,0,0,7,0,0,0,3,0,3,8,11,12,12,0,1,0,0,11,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,13,11,0,1,7,2,0,0,0,14,0,8,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,9,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,11,0,0,0,0,0,0,0,1,3,0,2,0,0,3,0,0,1,0,1,0,0,1,15,1,10,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,7,4,5,0,1,2,0,0,1,1,0,0,30,0,0,4,0,0,12,43,23,0,0,0,1,16,2,4,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,47,0,0,7,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,2,0,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,3,15,9,0,1,0,0,0,0,3,0,0,3,18,0,0,0,0,1,20,46,4,0,0,0,22,0,2,0,0,1,0,4,17,6,0,0,2,4,3,1,1,0,0,2,0,0,0,0,2,0,0,0,0,41,0,0,7,0,14,11,0,4,1,0,0,0,0,0,0,75,0,0,0,13,0,0,0,12,3,0,0,0,0,0,6,12,0,1,0,0,0,0,0,0
D488,0,0,4,0,0,0,0,0,0,0,0,30,0,0,0,16,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,3,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,16,2,0,2,6,0,0,0,0,3,0,0,17,0,1,0,44,29,0,0,0,0,0,5,10,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,4,15,5,5,1,0,0,0,0,0,0,0,0,0,12,1,0,2,0,3,2,11,0,43,18,0,0,30,25,0,0,8,0,1,0,1,0,0,11,5,0,12,13,2,0,0,49,0,2,0,7,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,4,0,0,3,4,0,7,2,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,7,0,0,32,0,0,0,3,0,0,0,0,11,0,1,0,0,1,1,9,0,0,1,0,0,0,0,0,0,0,1,0,0,9,5,0,9,5,0,2,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,1,0,1,0,11,8,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,1,0,0,0,2,0,0,0,3,2,0,0,43,0,0,1,4,0,24,61,21,0,0,0,4,6,0,1,0,0,0,0,0,0,0,0,1,2,0,8,0,0,0,0,8,0,0,1,0,1,0,0,5,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,1,13,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,1,14,8,0,0,0,0,0,1,0,0,0,7,2,0,0,1,6,0,13,27,6,0,0,0,21,0,0,0,0,0,0,0,34,8,0,0,7,4,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,71,0,0,3,0,23,7,0,8,1,0,0,0,0,0,0,0,81,0,0,8,0,0,0,1,19,0,0,4,0,0,1,25,0,5,0,0,1,0,0,1
D489,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,1,1,3,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,1,0,0,0,46,53,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,22,0,0,47,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,16,0,18,0,0,0,0,4,0,1,5,0,0,0,0,0,0,1,2,2,0,2,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,15,1,0,0,0,0,2,35,0,0,0,1,0,0,13,0,0,2,0,0,3,5,3,0,0,2,0,1,0,0,0,0,0,8,1,1,0,6,3,1,0,1,0,0,4,0,0,2,1,0,2,31,0,1,0,0,0,3,61,36,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,29,9,1,1,0,0,5,0,0,8,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,28,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,5,1,0,0,0,0,1,0,6,0,0,1,1,0,0,2,4,0,49,5,1,0,0,0,34,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,2,0,0,1,0,0,0,6,3,0,0,0,2,4,0,0,1,0,42,64,0,1,0,1,0,0,0,0,0,0,0,72,1,9,0,0,0,1,0,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0
D490,5,0,10,3,0,14,0,6,0,5,11,226,0,0,0,109,4,0,0,39,181,27,0,0,0,218,0,0,1,1,7,213,0,1,3,0,0,0,6,0,0,0,53,0,3,7,0,2,52,80,150,0,3,1,0,44,10,5,0,0,1,6,0,0,0,0,1,23,0,7,0,0,1,20,3,0,0,2,31,0,5,2,65,4,3,1,0,0,2,252,51,1,37,1,0,0,2,0,31,0,0,176,2,34,9,734,175,0,0,3,0,0,5,248,76,44,0,2,0,142,1,0,7,0,167,0,3,3,28,0,9,74,119,2,0,1,2,0,305,3,12,87,20,27,24,0,0,3,77,22,1,3,2,0,24,1,0,219,0,24,5,219,0,424,52,8,0,31,196,0,4,413,0,2,18,91,1,25,156,60,171,116,49,7,3,0,385,0,11,0,20,4,8,0,4,7,1,2,0,24,0,1,3,18,0,0,0,8,3,17,6,0,137,86,1,14,79,3,0,0,0,73,0,48,31,0,0,0,14,0,0,0,2,21,0,7,86,0,0,0,3,0,0,0,0,283,9,0,1,0,63,1,62,0,0,0,3,0,0,0,0,2,0,1,16,7,42,250,7,224,53,0,7,0,14,0,0,0,100,44,0,2,31,0,161,12,2,2,0,78,0,0,102,85,29,10,0,0,40,3,14,1,0,28,0,39,2,2,9,0,1,19,6,6,0,83,26,23,34,136,1,2,1,0,3,176,16,0,3,399,0,3,20,23,0,144,495,378,0,0,0,11,215,31,12,12,1,0,1,0,1,0,0,13,2,3,151,1,7,10,0,137,5,0,24,1,1,0,0,8,1,0,492,7,2,49,0,0,2,3,2,0,9,3,0,6,199,22,6,6,1,10,5,85,18,49,2,5,8,16,11,0,1,4,6,0,1,0,0,0,10,2,27,100,1,0,0,17,530,197,3,2,0,0,0,4,38,2,0,131,68,1,0,36,0,0,436,350,34,6,1,18,179,0,3,0,2,6,1,78,294,40,0,2,29,47,86,8,129,0,0,140,0,0,16,34,4,1,0,0,8,351,0,0,127,0,162,307,0,141,0,2,0,0,0,0,2,0,0,1,1133,364,1,0,1,25,30,0,20,26,3,0,18,429,0,5,0,0,2,0,0,0
D491,285,0,1383,869,0,1679,4,273,34,247,363,18208,5,18,6,8068,512,29,16,1380,7869,1219,0,0,2,8221,0,197,21,72,10,12402,11,111,12,141,0,1,267,0,0,25,4659,0,333,730,11,90,5176,5343,3200,18,971,278,2,684,879,433,6,4,289,1721,0,13,11,0,8,4065,163,116,0,0,6,250,219,29,1,374,341,1,388,58,2036,103,435,8,5,0,37,24938,3503,1,1442,492,0,0,194,0,4905,0,32,9078,126,1099,2465,62468,20880,2,10,114,37,0,1209,14680,4698,1669,27,157,1,21636,7,0,432,20,8793,8,151,90,2420,0,646,15946,4172,57,0,50,365,0,18924,1005,1915,13992,1824,6641,2541,2,88,268,6002,860,196,88,37,40,6583,533,47,13427,7,954,60,10113,6,31741,7257,335,0,7416,19249,4,59,21566,58,172,1022,4311,43,2758,11327,7248,9738,12626,1881,393,147,74,30544,0,826,4,844,809,1013,14,40,496,50,178,17,268,0,145,230,1042,7,0,25,1051,290,507,909,12,11586,6611,21,284,3761,406,299,85,1,2506,6,2797,998,0,4,0,100,0,0,23,141,3030,37,173,13287,57,0,0,235,39,0,0,0,16843,681,34,60,0,2039,679,4223,0,1,23,316,42,0,2,13,151,6,125,83,890,10562,11563,247,9138,6607,18,525,0,645,0,25,1,5983,3510,5,432,355,4,11579,176,26,268,1,10788,260,0,3861,11482,2365,1821,0,1,2060,117,1112,53,1,1487,23,2099,272,180,695,0,87,122,60,988,9,2018,2803,2409,2694,9806,0,235,274,0,238,9913,344,4,482,38214,1,291,1142,1536,113,21153,51525,27930,1,539,2,1376,15273,839,882,271,30,0,261,40,39,1,49,3004,800,61,5445,55,79,1563,15,19785,129,61,2429,0,178,0,93,1919,27,0,22731,735,110,7647,2,11,85,228,164,25,707,115,0,333,19459,1055,145,137,98,372,1125,1930,2479,5522,238,533,367,1133,353,0,1,78,1488,0,278,230,0,17,642,53,3429,9209,0,1,0,800,39676,13764,131,121,2,0,274,100,1905,217,0,13525,3187,27,50,1640,511,26,26021,35760,5044,292,117,856,12311,7,106,2,133,394,362,10536,26799,9980,2,28,2833,5182,5489,484,10509,2,41,2096,1,19,1668,1089,715,74,1,0,12,34118,71,1,10322,0,9349,21231,12,5708,39,36,2,16,0,6,166,13,8,9,364,85221,47,0,50,2663,10450,0,1580,3625,90,0,1478,33488,2,631,0,78,402,0,28,319
D492,0,0,1,2,0,3,0,0,0,0,0,41,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,7,0,2,0,0,0,0,0,10,0,0,9,0,1,5,75,11,0,0,0,0,0,2,6,0,2,0,0,0,10,0,0,2,0,10,0,0,0,3,0,0,7,1,0,0,0,0,0,5,0,8,9,1,22,9,0,0,0,2,0,1,0,2,0,11,2,0,5,0,0,0,9,0,36,10,0,0,29,29,0,0,8,0,0,0,0,0,0,26,7,5,41,0,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,1,5,0,1,15,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,2,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,0,12,9,0,1,0,0,0,0,0,4,1,0,0,0,0,10,0,0,0,0,2,1,0,3,12,1,9,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,1,0,6,1,2,0,3,0,0,0,0,0,4,0,0,0,58,0,1,1,3,0,34,75,33,0,1,0,3,8,0,5,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,25,0,1,3,0,0,0,0,2,0,0,18,0,0,7,0,0,0,1,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,6,6,0,0,0,1,28,12,1,0,0,0,2,0,0,0,0,20,4,0,0,1,1,0,11,23,1,0,0,0,11,0,0,0,0,0,0,19,41,19,0,0,15,3,5,0,4,0,0,1,0,0,1,0,0,0,0,0,0,73,0,0,15,0,33,20,0,11,0,0,0,0,0,0,0,0,0,0,1,47,99,0,0,6,45,0,3,14,0,0,5,14,0,1,0,0,0,0,0,0
D493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D494,5,0,50,0,0,4,0,0,2,0,0,89,0,2,2,96,0,4,0,6,65,35,0,0,0,32,0,0,4,0,0,201,0,1,0,0,0,0,17,0,0,1,9,0,7,11,0,19,54,23,111,0,5,2,0,1,158,0,0,0,4,85,0,2,0,0,0,75,0,1,0,0,0,5,0,0,0,2,12,0,3,1,25,0,3,1,0,0,0,358,61,0,6,22,0,0,0,0,61,0,2,112,0,15,3,244,161,0,0,2,5,0,8,47,15,0,0,1,0,270,0,0,14,0,278,1,1,6,6,0,12,23,10,1,0,0,1,0,191,0,19,156,50,29,49,0,0,0,35,4,2,0,0,6,16,0,0,64,0,19,7,58,1,322,128,0,0,68,83,0,0,202,1,2,0,15,1,1,93,147,45,84,10,0,0,0,278,0,2,0,11,2,8,0,0,5,0,0,0,2,0,0,1,22,0,0,0,0,2,3,6,0,13,7,0,9,95,2,0,0,0,98,0,18,13,0,0,0,0,0,0,0,0,30,0,1,140,0,0,0,1,0,0,0,0,230,0,2,2,0,29,1,8,0,0,0,8,0,0,0,0,2,0,0,1,17,90,74,3,255,40,0,0,0,2,0,0,0,73,21,0,1,3,0,120,0,0,0,1,14,3,0,14,35,41,26,0,0,7,0,4,16,0,12,0,8,1,0,4,0,1,0,0,1,0,10,20,36,65,39,0,1,4,0,2,27,2,0,1,331,0,1,7,8,1,107,395,100,0,0,0,9,176,3,14,6,0,0,4,2,12,0,0,1,7,0,26,1,1,2,0,32,2,0,47,0,4,0,0,10,0,0,135,8,0,129,0,1,2,3,0,0,0,1,0,0,99,4,0,0,0,2,5,12,3,18,2,1,0,3,1,0,0,1,5,0,5,1,0,0,1,1,11,86,0,0,0,3,182,29,0,0,0,0,0,1,3,1,0,94,16,1,0,106,10,0,165,330,10,4,0,5,287,0,1,0,2,1,1,48,447,138,0,0,27,86,32,5,32,0,0,3,0,0,4,20,9,0,0,0,0,376,3,0,106,0,46,96,0,70,1,0,0,0,0,0,1,0,0,0,1,50,0,0,721,5,58,0,83,37,1,0,14,269,0,31,0,0,1,0,0,3
D495,23,1,90,82,0,1013,3,41,3,83,81,2092,5,2,1,938,69,16,1,432,3490,102,0,0,0,252,0,8,23,6,2,4770,1,5,5,9,1,0,22,0,0,3,127,0,49,46,4,164,1181,285,512,3,14,6,1,25,77,27,5,0,107,244,0,0,0,0,2,625,3,5,0,0,0,51,15,0,0,38,39,0,105,11,273,10,28,2,1,0,2,3591,730,0,186,107,0,0,9,0,2011,0,14,1304,4,200,159,11293,4486,0,0,3,32,0,154,1762,1089,188,4,7,0,1279,6,0,42,1,1859,0,16,39,85,0,27,4155,253,6,0,48,130,0,447,54,172,946,155,1879,120,0,14,41,348,392,31,18,7,5,313,31,4,1857,0,102,4,1254,1,5263,911,11,0,810,2677,17,68,1629,4,110,351,35,7,111,511,2236,3895,4780,377,71,1,24,4008,0,24,0,229,452,51,1,4,34,13,24,3,19,0,29,42,171,3,0,3,173,43,162,38,27,1919,1353,2,172,1174,263,11,1,0,1545,1,106,101,0,0,0,8,0,0,2,1,578,1,153,1534,7,0,0,23,5,1,0,2,3406,71,1,13,1,835,75,1259,0,1,1,96,8,0,0,0,14,2,5,1,58,411,1021,29,1574,2390,1,106,0,42,0,2,0,178,163,0,479,113,1,1115,6,6,21,21,677,107,0,136,1815,349,821,0,0,36,43,613,1,0,98,6,355,22,5,9,0,19,1,8,110,0,486,504,754,123,1228,2,33,89,1,61,502,31,8,40,7062,0,76,310,250,14,4560,10801,9055,0,37,4,112,1709,52,754,7,6,0,43,3,14,1,5,1141,53,0,265,10,29,39,1,3553,15,8,1458,1,41,0,18,53,0,0,5322,20,8,1115,0,3,4,185,12,0,194,99,0,96,1909,91,10,2,2,51,226,116,100,483,14,38,74,125,21,0,0,7,375,0,27,154,0,0,44,3,952,400,0,1,0,47,3716,3136,89,141,1,0,35,9,62,11,0,381,233,0,6,103,96,32,2115,8961,753,13,66,22,1181,4,6,1,13,10,3,2727,1500,806,0,17,675,563,126,107,654,0,0,348,0,3,78,87,143,3,1,0,3,9900,7,0,1288,0,2935,2557,1,1137,6,1,0,1,0,3,104,12,1,1,25,2663,6,0,5,14236,1732,0,153,456,1,0,316,1528,0,55,0,6,37,0,3,14
D496,50,0,1500,335,0,1172,5,280,57,158,99,9105,6,41,4,2552,229,12,9,640,4102,551,0,0,0,2260,0,150,34,13,1,8674,6,90,3,35,5,1,202,0,0,40,1509,0,379,376,14,152,2976,1561,1078,8,1119,141,1,89,639,145,2,3,172,1219,0,5,15,0,15,4399,61,62,0,0,0,43,116,9,0,133,82,2,268,57,413,62,374,6,2,0,7,11906,2062,0,599,650,0,2,47,1,3788,0,26,5333,9,377,1212,29463,13715,0,4,81,54,0,912,4985,1555,1475,14,37,2,9956,3,0,258,19,2816,1,86,80,1027,0,189,8791,721,14,0,19,297,3,3661,301,1172,7659,946,4500,2963,1,52,125,1099,195,143,60,34,11,4699,305,64,4553,6,970,18,4383,13,17920,5925,69,0,7042,9346,2,73,6868,57,150,356,1358,3,411,4986,3336,5499,9304,631,303,76,59,17697,0,113,1,167,486,83,14,8,172,9,38,26,51,0,53,140,376,3,0,20,203,108,242,481,3,2948,1912,5,292,2369,131,65,20,0,1910,7,461,474,0,2,0,2,0,0,10,23,2718,1,310,10973,134,0,0,92,6,0,0,0,10773,128,27,29,0,1038,616,2614,0,1,27,85,20,0,0,1,31,6,227,1,1142,6835,4604,102,5086,3889,5,185,0,92,0,16,2,1924,1035,1,281,132,2,3031,42,18,32,56,3523,442,0,1110,8342,850,2721,0,0,266,65,610,39,0,184,32,522,300,6,181,0,32,42,21,536,6,1858,2127,1268,1440,1720,2,177,292,1,56,2661,136,4,488,21250,0,144,816,897,75,14502,28289,15017,0,135,2,697,5948,236,1147,193,9,0,165,17,48,0,32,1063,810,7,1968,41,29,462,6,9707,34,48,1100,4,195,0,17,1286,9,0,8894,411,6,3453,7,0,98,293,56,5,303,112,0,177,11887,126,32,34,77,57,156,309,769,1752,105,87,74,260,203,0,1,49,914,0,56,169,0,22,286,14,1297,3577,0,1,0,517,14425,4562,23,95,9,0,91,36,339,29,0,7498,536,20,5,470,759,8,7438,15809,2450,81,35,104,5775,6,7,2,23,266,21,3617,13682,7193,9,16,1713,2015,1356,339,3498,0,16,660,3,9,393,386,585,11,5,2,10,25474,106,0,4267,0,8048,7902,1,4546,10,14,3,6,0,3,138,3,19,0,30,10450,45,0,58,1732,41988,0,994,2662,37,0,1040,14827,2,677,1,70,196,0,4,256
D497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
